"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","SalaryHikePerYear","AverageYearsCompany","AgeToJubilation","DifferentManagers"
33,"Yes","Travel_Frequently",827,"Research & Development","7","Master","Medical","Low","Female",54,"Medium","Junior","Research Sci.","High","Single",4508,3129,2,"No",22,"Outstanding","Medium","No",14,4,"Better",13,7,3,8,1.69230769230769,7,33,"Yes"
28,"No","Travel_Rarely",895,"Research & Development","4","College","Life Sciences","Low","Male",50,"High","Intern","Lab. Tech.","High","Divorced",2207,22482,2,"No",16,"Excellent","Very High","Few",4,5,"Good",4,2,2,2,4,2,38,"Yes"
34,"No","Travel_Frequently",618,"Research & Development","2","Below College","Life Sciences","Low","Male",45,"High","Junior","Representatives","Very High","Single",7756,22266,1,"No",17,"Excellent","High","No",7,1,"Good",6,2,0,4,2.83333333333333,7,32,"Yes"
37,"No","Travel_Rarely",309,"Sales","3","Master","Life Sciences","Very High","Female",88,"Medium","Junior","Sales Executive","Very High","Divorced",6694,24223,3,"Yes",14,"Excellent","High","High",8,5,"Better",1,0,0,0,14,2.66666666666667,29,"Yes"
25,"Yes","Travel_Rarely",1219,"Research & Development","2","Below College","Technical Degree","Very High","Male",32,"High","Intern","Lab. Tech.","Very High","Married",3691,4605,2,"Yes",15,"Excellent","Medium","Few",7,3,"Best",7,7,5,6,2.14285714285714,3.5,41,"Yes"
26,"Yes","Travel_Rarely",1330,"Research & Development","5","Bachelor","Medical","Low","Male",37,"High","Intern","Lab. Tech.","High","Divorced",2377,19373,2,"No",20,"Outstanding","High","Few",1,0,"Good",1,1,0,0,20,0.5,40,"Yes"
33,"Yes","Travel_Rarely",1017,"Research & Development","6","Bachelor","Medical","Low","Male",55,"Medium","Intern","Research Sci.","Medium","Single",2313,2993,5,"Yes",20,"Outstanding","Medium","No",5,0,"Better",2,2,2,2,10,1,33,"No"
42,"No","Travel_Rarely",469,"Research & Development","1","College","Medical","Very High","Male",35,"High","Manager","Manager","Low","Married",17665,14399,1,"No",17,"Excellent","Very High","Few",23,3,"Better",22,6,13,7,0.772727272727273,23,24,"Yes"
28,"Yes","Travel_Frequently",1009,"Research & Development","1","Bachelor","Medical","Low","Male",45,"Medium","Intern","Lab. Tech.","Medium","Divorced",2596,7160,2,"No",15,"Excellent","Low","Medium",1,2,"Better",1,0,0,0,15,0.5,38,"Yes"
50,"Yes","Travel_Frequently",959,"Sales","1","Master","Other","Very High","Male",81,"High","Junior","Sales Executive","High","Single",4728,17251,4,"Yes",14,"Excellent","Very High","No",5,4,"Better",0,0,0,0,28,1.25,16,"No"
33,"No","Travel_Frequently",970,"Sales","3","Bachelor","Life Sciences","Very High","Female",30,"High","Junior","Sales Executive","Medium","Married",4302,13401,1,"No",17,"Excellent","High","Few",4,3,"Better",3,2,0,2,5.66666666666667,4,33,"Yes"
34,"No","Non-Travel",697,"Research & Development","2","Master","Life Sciences","High","Male",40,"Medium","Intern","Research Sci.","Very High","Married",2979,22478,4,"No",17,"Excellent","Very High","High",6,2,"Better",0,0,0,0,34,1.5,32,"No"
48,"No","Non-Travel",1262,"Research & Development","1","Master","Medical","Low","Male",35,"Very High","Manager","Manager","Very High","Single",16885,16154,3,"No",22,"Outstanding","High","No",27,3,"Good",5,4,2,1,4.4,9,18,"Yes"
45,"No","Non-Travel",1050,"Sales","3","Master","Life Sciences","Medium","Female",65,"Medium","Junior","Sales Executive","High","Married",5593,17970,2,"No",13,"Excellent","Very High","Few",15,2,"Better",15,10,4,12,0.866666666666667,7.5,21,"Yes"
52,"No","Travel_Rarely",994,"Research & Development","3","Master","Life Sciences","Medium","Male",87,"High","Senior","Representatives","Medium","Single",10445,15322,8,"No",19,"Excellent","Very High","No",18,4,"Better",8,6,4,0,2.375,2.25,14,"Yes"
38,"No","Travel_Rarely",770,"Sales","3","Master","Marketing","High","Male",73,"Medium","Senior","Sales Executive","High","Divorced",8740,5569,1,"Yes",14,"Excellent","Medium","Medium",9,2,"Better",8,7,2,7,1.75,9,28,"Yes"
29,"No","Travel_Rarely",1107,"Research & Development","7","Master","Life Sciences","High","Female",93,"High","Intern","Research Sci.","Very High","Divorced",2514,26968,5,"No",22,"Outstanding","Low","Few",11,1,"Better",7,5,1,7,3.14285714285714,2.2,37,"No"
28,"No","Travel_Rarely",950,"Research & Development","2","Bachelor","Medical","Very High","Female",93,"High","Senior","Directors","Medium","Divorced",7655,8039,1,"No",17,"Excellent","Medium","High",10,3,"Good",9,7,1,7,1.88888888888889,10,38,"Yes"
46,"No","Travel_Rarely",406,"Sales","2","Below College","Marketing","Low","Male",52,"High","Manager","Manager","High","Married",17465,15596,4,"No",12,"Excellent","Very High","Few",23,3,"Better",12,9,4,9,1,5.75,20,"Yes"
38,"No","Travel_Rarely",130,"Sales","1","College","Marketing","Very High","Male",32,"High","Senior","Sales Executive","Medium","Single",7351,20619,8,"No",16,"Excellent","High","No",10,2,"Better",1,0,0,0,16,1.25,28,"Yes"
43,"No","Travel_Frequently",1082,"Research & Development","6","Bachelor","Life Sciences","High","Female",83,"High","Senior","Directors","Low","Married",10820,11535,9,"No",11,"Excellent","High","Few",18,1,"Better",8,7,0,1,1.375,2,23,"Yes"
39,"Yes","Travel_Frequently",203,"Research & Development","1","Bachelor","Life Sciences","Low","Male",84,"High","Manager","Representatives","Very High","Divorced",12169,13547,8,"No",11,"Excellent","Very High","High",21,4,"Better",18,7,11,5,0.611111111111111,2.625,27,"Yes"
40,"No","Travel_Rarely",1308,"Research & Development","4","Bachelor","Medical","High","Male",44,"Medium","Director","Directors","High","Single",19626,17544,2,"No",14,"Excellent","Low","No",21,2,"Best",20,7,4,9,0.7,10.5,26,"Yes"
21,"No","Travel_Rarely",984,"Research & Development","1","Below College","Technical Degree","Very High","Female",70,"Medium","Intern","Research Sci.","Medium","Single",2070,25326,2,"Yes",11,"Excellent","High","No",2,6,"Best",2,2,2,2,5.5,1,45,"No"
39,"No","Non-Travel",439,"Research & Development","3","Bachelor","Life Sciences","High","Male",70,"High","Junior","Lab. Tech.","Medium","Single",6782,8770,10,"No",15,"Excellent","High","No",9,2,"Good",5,4,0,3,3,0.9,27,"Yes"
36,"No","Non-Travel",217,"Research & Development","5","Master","Life Sciences","Low","Male",78,"High","Junior","Directors","Very High","Single",7779,23238,3,"No",20,"Outstanding","Low","No",18,0,"Better",11,9,0,9,1.81818181818182,6,30,"Yes"
31,"No","Travel_Frequently",793,"Sales","5","Bachelor","Life Sciences","High","Male",67,"Very High","Intern","Representatives","Very High","Married",2791,21981,1,"No",12,"Excellent","Low","Few",3,4,"Better",2,2,2,2,6,3,35,"No"
28,"No","Travel_Rarely",1451,"Research & Development","1","Below College","Life Sciences","Low","Male",67,"Medium","Intern","Research Sci.","Medium","Married",3201,19911,1,"No",17,"Excellent","Low","No",6,2,"Bad",5,3,0,4,3.4,6,38,"Yes"
35,"No","Travel_Frequently",1182,"Sales","4","College","Marketing","Very High","Male",54,"High","Junior","Sales Executive","Very High","Divorced",4968,18500,2,"No",11,"Excellent","Very High","Few",5,3,"Better",5,2,0,2,2.2,2.5,31,"Yes"
49,"No","Travel_Rarely",174,"Sales","3","Master","Technical Degree","Very High","Male",56,"Medium","Manager","Sales Executive","Medium","Married",13120,11879,7,"No",17,"Excellent","Medium","Few",22,3,"Better",9,8,2,3,1.88888888888889,3.14285714285714,17,"Yes"
34,"No","Travel_Frequently",1003,"Research & Development","1","College","Life Sciences","Very High","Male",95,"High","Junior","Directors","High","Single",4033,15834,3,"No",11,"Excellent","Very High","No",5,3,"Good",3,2,0,2,3.66666666666667,1.66666666666667,32,"Yes"
29,"No","Travel_Frequently",490,"Research & Development","3","Bachelor","Life Sciences","Very High","Female",61,"High","Intern","Research Sci.","Medium","Divorced",3291,17940,1,"No",14,"Excellent","Very High","Medium",8,2,"Good",7,5,1,1,2,8,37,"Yes"
42,"No","Travel_Rarely",188,"Research & Development","7","Bachelor","Medical","Medium","Male",56,"Low","Junior","Lab. Tech.","Very High","Single",4272,9558,5,"No",19,"Excellent","Low","No",16,3,"Better",1,0,0,0,19,3.2,24,"Yes"
29,"No","Travel_Rarely",718,"Research & Development","3","Below College","Medical","Medium","Male",79,"Medium","Junior","Directors","Very High","Married",5056,17689,2,"Yes",15,"Excellent","High","Few",10,2,"Good",10,7,1,2,1.5,5,37,"Yes"
38,"No","Travel_Rarely",433,"Human Resources","1","Bachelor","Human Resources","High","Male",37,"Very High","Intern","H.R.","High","Married",2844,6004,2,"No",13,"Excellent","Very High","Few",7,2,"Best",7,6,5,0,1.85714285714286,3.5,28,"Yes"
28,"No","Travel_Frequently",773,"Research & Development","2","Bachelor","Life Sciences","High","Male",39,"Medium","Intern","Research Sci.","High","Divorced",2703,22088,2,"Yes",14,"Excellent","Very High","Few",3,2,"Better",3,1,0,2,4.66666666666667,1.5,38,"Yes"
18,"Yes","Non-Travel",247,"Research & Development","3","Below College","Medical","High","Male",80,"High","Intern","Lab. Tech.","High","Single",1904,13556,2,"No",12,"Excellent","Very High","No",0,0,"Better",0,0,0,0,24,0.25,48,"No"
33,"Yes","Travel_Rarely",603,"Sales","3","Master","Marketing","Low","Female",77,"High","Junior","Sales Executive","Low","Single",8224,18385,1,"Yes",17,"Excellent","Low","No",6,3,"Better",5,2,0,3,3.4,6,33,"Yes"
41,"No","Travel_Rarely",167,"Research & Development","4","Master","Life Sciences","Medium","Male",46,"High","Intern","Lab. Tech.","Very High","Married",4766,9051,4,"Yes",11,"Excellent","Low","Few",6,4,"Better",1,0,0,0,11,1.5,25,"Yes"
31,"Yes","Travel_Frequently",874,"Research & Development","4","Bachelor","Medical","High","Male",72,"High","Intern","Lab. Tech.","High","Married",2610,6233,2,"No",12,"Excellent","High","Few",2,5,"Good",2,2,2,2,6,1,35,"No"
37,"No","Travel_Rarely",367,"Research & Development","6","College","Medical","High","Female",52,"Medium","Junior","Representatives","Very High","Divorced",5731,17171,8,"No",13,"Excellent","High","Medium",9,2,"Better",6,2,1,3,2.16666666666667,1.125,29,"Yes"
27,"No","Travel_Rarely",199,"Research & Development","2","Bachelor","Life Sciences","Very High","Male",55,"Medium","Intern","Research Sci.","High","Married",2539,7950,2,"No",13,"Excellent","High","Few",4,0,"Better",4,2,2,2,3.25,2,39,"Yes"
34,"No","Travel_Rarely",1400,"Sales","3","Below College","Life Sciences","Medium","Female",70,"High","Junior","Sales Executive","High","Married",5714,5829,2,"No",20,"Outstanding","Low","No",6,3,"Good",6,5,1,3,3.33333333333333,3,32,"Yes"
35,"No","Travel_Rarely",528,"Human Resources","3","Master","Technical Degree","High","Male",100,"High","Intern","H.R.","High","Single",4323,7108,2,"No",17,"Excellent","Medium","No",6,2,"Bad",5,4,1,4,3.4,3,31,"Yes"
29,"Yes","Travel_Rarely",408,"Sales","6","Below College","Life Sciences","Very High","Female",45,"Medium","Senior","Sales Executive","Low","Married",7336,11162,2,"No",13,"Excellent","Low","Few",11,3,"Bad",11,8,3,10,1.18181818181818,5.5,37,"Yes"
40,"No","Travel_Frequently",593,"Research & Development","3","Master","Medical","Medium","Female",88,"High","Senior","Directors","High","Single",13499,13782,10,"No",17,"Excellent","High","No",20,3,"Good",18,7,2,13,0.944444444444444,2,26,"Yes"
42,"Yes","Travel_Frequently",481,"Sales","4","Bachelor","Life Sciences","High","Male",44,"High","Manager","Sales Executive","Low","Single",13758,2447,1,"Yes",12,"Excellent","Medium","No",22,2,"Good",21,9,13,14,0.571428571428571,22,24,"Yes"
42,"No","Travel_Rarely",647,"Sales","2","Master","Marketing","Medium","Male",45,"High","Junior","Sales Executive","Low","Single",5155,2253,8,"No",13,"Excellent","Very High","No",9,3,"Best",6,4,1,5,2.16666666666667,1.125,24,"Yes"
35,"No","Travel_Rarely",982,"Research & Development","1","Master","Medical","Very High","Male",58,"Medium","Intern","Lab. Tech.","High","Married",2258,16340,7,"No",12,"Excellent","Medium","Few",10,2,"Better",8,0,1,7,1.5,1.42857142857143,31,"Yes"
24,"No","Travel_Rarely",477,"Research & Development","6","Bachelor","Medical","Very High","Male",49,"High","Intern","Lab. Tech.","Medium","Single",3597,6409,9,"No",22,"Outstanding","Very High","No",6,2,"Better",4,3,1,2,5.5,0.666666666666667,42,"Yes"
28,"Yes","Travel_Rarely",1485,"Research & Development","4","Below College","Life Sciences","High","Female",79,"High","Intern","Lab. Tech.","Very High","Married",2515,22955,2,"Yes",11,"Excellent","Very High","No",1,4,"Good",1,1,0,0,11,0.5,38,"Yes"
26,"No","Travel_Rarely",1384,"Research & Development","2","Master","Medical","Low","Male",82,"Very High","Intern","Lab. Tech.","Very High","Married",4420,13421,2,"No",22,"Outstanding","Medium","Few",8,2,"Better",8,7,0,7,2.75,4,40,"Yes"
30,"No","Travel_Rarely",852,"Sales","3","Bachelor","Marketing","High","Male",72,"Medium","Junior","Sales Executive","High","Married",6578,2706,2,"No",18,"Excellent","Low","Few",10,3,"Better",10,3,1,4,1.8,5,36,"Yes"
40,"No","Travel_Frequently",902,"Research & Development","6","College","Medical","High","Female",92,"Medium","Junior","Research Sci.","Very High","Married",4422,21203,4,"Yes",13,"Excellent","Very High","Few",16,3,"Bad",1,1,0,0,13,4,26,"Yes"
35,"No","Travel_Rarely",819,"Research & Development","1","Bachelor","Life Sciences","High","Male",44,"Medium","Senior","Directors","Medium","Divorced",10274,19588,3,"No",18,"Excellent","Medium","Few",15,2,"Best",7,7,6,4,2.57142857142857,5,31,"Yes"
34,"No","Travel_Frequently",669,"Research & Development","1","Bachelor","Medical","Very High","Male",97,"Medium","Junior","Representatives","Low","Single",5343,25755,1,"No",20,"Outstanding","High","No",14,3,"Better",13,9,4,9,1.53846153846154,14,32,"Yes"
35,"No","Travel_Frequently",636,"Research & Development","2","Master","Other","Very High","Male",47,"Medium","Intern","Lab. Tech.","Very High","Married",2376,26537,2,"No",13,"Excellent","Medium","Few",2,2,"Best",2,2,2,2,6.5,1,31,"No"
43,"Yes","Travel_Rarely",1372,"Sales","3","Bachelor","Marketing","Low","Female",85,"Low","Junior","Sales Executive","High","Single",5346,9489,9,"No",13,"Excellent","Medium","No",7,2,"Good",4,3,1,3,3.25,0.777777777777778,23,"Yes"
32,"No","Non-Travel",862,"Sales","1","Below College","Life Sciences","High","Female",76,"High","Intern","Representatives","Low","Divorced",2827,14947,2,"No",12,"Excellent","High","High",1,3,"Better",1,0,0,0,12,0.5,34,"Yes"
56,"No","Travel_Rarely",718,"Research & Development","2","Master","Technical Degree","Very High","Female",92,"High","Director","Manager","Low","Divorced",19943,18575,5,"No",13,"Excellent","Very High","Few",28,2,"Better",5,2,4,2,2.6,5.6,10,"Yes"
29,"No","Travel_Rarely",1401,"Research & Development","2","Below College","Medical","Medium","Female",54,"High","Intern","Lab. Tech.","Very High","Married",3131,26342,2,"No",13,"Excellent","Low","Few",10,5,"Better",10,8,0,8,1.3,5,37,"Yes"
19,"No","Travel_Rarely",645,"Research & Development","3","College","Life Sciences","High","Male",54,"High","Intern","Research Sci.","Low","Single",2552,7172,2,"No",25,"Outstanding","High","No",1,4,"Better",1,1,0,0,25,0.5,47,"Yes"
45,"No","Travel_Rarely",1457,"Research & Development","3","Bachelor","Medical","Low","Female",83,"High","Intern","Research Sci.","High","Married",4477,20100,5,"Yes",19,"Excellent","High","Few",7,2,"Good",3,2,0,2,6.33333333333333,1.4,21,"Yes"
37,"No","Travel_Rarely",977,"Research & Development","1","Bachelor","Life Sciences","Very High","Female",56,"Medium","Junior","Directors","Very High","Married",6474,9961,2,"No",13,"Excellent","Medium","Few",14,2,"Good",14,8,3,11,0.928571428571429,7,29,"Yes"
20,"No","Travel_Rarely",805,"Research & Development","2","Bachelor","Life Sciences","Low","Male",87,"Medium","Intern","Lab. Tech.","High","Single",3033,12828,2,"No",12,"Excellent","Low","No",2,2,"Good",2,2,1,2,6,1,46,"No"
44,"Yes","Travel_Rarely",1097,"Research & Development","3","Master","Life Sciences","High","Male",96,"High","Intern","Research Sci.","High","Single",2936,10826,2,"Yes",11,"Excellent","High","No",6,4,"Better",6,4,0,2,1.83333333333333,3,22,"Yes"
53,"No","Travel_Rarely",1223,"Research & Development","3","College","Medical","Very High","Female",50,"High","Director","Manager","High","Divorced",18606,18640,4,"No",18,"Excellent","Medium","Few",26,6,"Better",7,7,4,7,2.57142857142857,6.5,13,"No"
29,"No","Travel_Rarely",942,"Research & Development","4","Below College","Life Sciences","Medium","Female",69,"Low","Intern","Research Sci.","Very High","Married",2168,26933,1,"Yes",18,"Excellent","Low","Few",6,2,"Good",5,4,1,3,3.6,6,37,"Yes"
22,"Yes","Travel_Frequently",1256,"Research & Development","2","Master","Life Sciences","High","Male",48,"Medium","Intern","Research Sci.","Very High","Married",2853,4223,1,"Yes",11,"Excellent","Medium","Few",1,5,"Better",0,0,0,0,22,1,44,"No"
46,"No","Travel_Rarely",1402,"Sales","1","Bachelor","Marketing","High","Female",69,"High","Manager","Manager","Low","Married",17048,24097,9,"No",23,"Outstanding","Low","No",28,2,"Better",26,15,15,9,0.884615384615385,3.11111111111111,20,"Yes"
44,"No","Non-Travel",111,"Research & Development","5","Bachelor","Life Sciences","Very High","Male",74,"Low","Intern","Research Sci.","High","Single",2290,4279,3,"No",13,"Excellent","Very High","No",6,3,"Better",0,0,0,0,26,2,22,"No"
33,"No","Travel_Rarely",147,"Human Resources","1","Bachelor","Human Resources","Medium","Male",99,"High","Intern","H.R.","High","Married",3600,8429,2,"No",13,"Excellent","Very High","Few",5,2,"Better",5,4,1,4,2.6,2.5,33,"Yes"
41,"Yes","Non-Travel",906,"Research & Development","2","College","Life Sciences","Low","Male",95,"Medium","Intern","Research Sci.","Low","Divorced",2107,20293,7,"No",17,"Excellent","Low","Few",5,2,"Bad",1,0,0,0,17,0.714285714285714,25,"Yes"
30,"No","Travel_Rarely",1329,"Sales","7","Master","Life Sciences","High","Male",61,"High","Junior","Sales Executive","Low","Divorced",4115,13192,9,"No",19,"Excellent","High","High",8,3,"Better",4,3,0,3,4.75,0.888888888888889,36,"Yes"
40,"No","Travel_Frequently",1184,"Sales","1","Master","Medical","Medium","Male",62,"High","Junior","Sales Executive","Medium","Married",4327,25440,6,"No",12,"Excellent","Very High","High",5,2,"Better",0,0,0,0,24,0.833333333333333,26,"No"
50,"No","Travel_Frequently",1421,"Research & Development","1","Bachelor","Medical","Very High","Female",30,"High","Manager","Manager","Low","Married",17856,9490,3,"No",22,"Outstanding","High","Few",32,3,"Better",2,2,2,2,11,10.6666666666667,16,"No"
